"set" "map" "mkr" "phys" "gen" "vld"
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP131" 184351 0 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP5" 189722 2.61 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP247" 662031 2.54 TRUE
"Arabidopsis thaliana" "Chromosome 1" "GST1" 663291 3.99 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP151" 1148355 3.35 TRUE
"Arabidopsis thaliana" "Chromosome 1" "AtEAT1" 1435872 3.87 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve002" 1521308 7.15 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP388" 1526933 7.66 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP170" 1642565 7.66 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve003" 2032443 7.76 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP308" 2664435 0.89 TRUE
"Arabidopsis thaliana" "Chromosome 1" "phyA" 3097714 11.35 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP107" 3097951 11.86 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP138" 3121108 14.69 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP270" 3190609 13.8 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve005" 3194953 11.48 TRUE
"Arabidopsis thaliana" "Chromosome 1" "nga63" 3224435 11.48 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ARR4" 3443848 11.35 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP148" 3658292 11.99 TRUE
"Arabidopsis thaliana" "Chromosome 1" "BFN1" 3773426 11.98 TRUE
"Arabidopsis thaliana" "Chromosome 1" "NCC1" 4107626 12.6 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve006" 4459553 16.13 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP132" 4588103 14.04 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP303" 4781242 14.63 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SRP54A" 5268611 18.92 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP357" 5623173 15.7 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP397" 5855671 24.13 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP38" 7146975 28.02 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP108" 7301160 28.17 TRUE
"Arabidopsis thaliana" "Chromosome 1" "g2395" 7301323 28.08 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP377" 7428466 28.07 TRUE
"Arabidopsis thaliana" "Chromosome 1" "m235" 8167184 34.01 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP306" 8168953 33.95 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP394" 8717588 37.06 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP28" 9499960 41.16 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve008" 9545744 40.75 TRUE
"Arabidopsis thaliana" "Chromosome 1" "UFO" 11052680 49.63 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve009" 11171122 50.79 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP309" 11265195 50.74 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP279" 13809493 61.13 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP109" 15706994 61.13 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP163" 16084399 63.05 TRUE
"Arabidopsis thaliana" "Chromosome 1" "MS_1_1" 18217274 73.79 TRUE
"Arabidopsis thaliana" "Chromosome 1" "PAP240" 19340894 81.11 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP69" 19880037 81.84 TRUE
"Arabidopsis thaliana" "Chromosome 1" "nga280" 20657683 83.83 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP301" 21691648 85.91 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP217" 21730781 86.15 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP392" 21792600 81.8 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP213" 23986068 92.71 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SBG9" 25419394 110.27 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP177" 26039913 110.71 TRUE
"Arabidopsis thaliana" "Chromosome 1" "PAB5" 26702328 113.71 TRUE
"Arabidopsis thaliana" "Chromosome 1" "GER1" 27226954 115.04 TRUE
"Arabidopsis thaliana" "Chromosome 1" "BW54" 27309272 116.02 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP380" 27701076 117.15 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP310" 27863158 117.15 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ATSKP1" 28233045 117.86 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ATPASE" 28242465 117.86 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP231" 28295898 119.17 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ADH" 28683665 117.52 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve011" 28985538 119.4 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP253" 29203655 120.41 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP95" 29445061 129.49 TRUE
"Arabidopsis thaliana" "Chromosome 1" "ve043" 29744966 123.81 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP142" 29850831 123.76 TRUE
"Arabidopsis thaliana" "Chromosome 1" "g17311" 29992487 125.44 TRUE
"Arabidopsis thaliana" "Chromosome 1" "SGCSNP355" 30031388 131.09 TRUE
"Arabidopsis thaliana" "Chromosome 2" "rga" 254231 1.75 TRUE
"Arabidopsis thaliana" "Chromosome 2" "kk1" 254461 3.49 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ATPTR2_B" 486482 7.4 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ve012" 486482 7.37 TRUE
"Arabidopsis thaliana" "Chromosome 2" "nga1145" 614120 9.6 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi320" 634377 9.56 TRUE
"Arabidopsis thaliana" "Chromosome 2" "RNS1" 872615 14.59 TRUE
"Arabidopsis thaliana" "Chromosome 2" "m246" 1036452 11.03 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP111" 1130034 14.09 TRUE
"Arabidopsis thaliana" "Chromosome 2" "IGS1" 1532714 13.27 TRUE
"Arabidopsis thaliana" "Chromosome 2" "g4532" 1638939 19.73 TRUE
"Arabidopsis thaliana" "Chromosome 2" "g4553" 1638982 13.38 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP129" 1822984 14.24 TRUE
"Arabidopsis thaliana" "Chromosome 2" "m497A" 1926839 13.32 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP184" 2320647 18.52 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ve013" 2762645 18.55 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi310" 2862699 18.6 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi421" 3565590 19.14 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP266" 4730111 19.19 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi398" 6270368 29.26 TRUE
"Arabidopsis thaliana" "Chromosome 2" "PR1" 6271110 26.64 TRUE
"Arabidopsis thaliana" "Chromosome 2" "LK141" 7000373 30.97 TRUE
"Arabidopsis thaliana" "Chromosome 2" "THY_1" 7031480 32.19 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP230" 7032934 30.75 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP159" 7336311 32.97 TRUE
"Arabidopsis thaliana" "Chromosome 2" "CPK6" 7464882 32.42 TRUE
"Arabidopsis thaliana" "Chromosome 2" "m216" 7593353 33.14 TRUE
"Arabidopsis thaliana" "Chromosome 2" "GUT15" 7945811 34.15 TRUE
"Arabidopsis thaliana" "Chromosome 2" "PhyB" 8088266 34.45 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi139" 8198176 35.04 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi148" 8472106 36.15 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP71" 8890026 35.88 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP362" 8955546 36.2 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi238" 9946557 39.92 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP203" 10323960 44.46 TRUE
"Arabidopsis thaliana" "Chromosome 2" "g6842" 10798140 46.77 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP96" 10990656 47.37 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP300" 11114749 48.98 TRUE
"Arabidopsis thaliana" "Chromosome 2" "GPA1" 11149738 48.9 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ER" 11161699 50.64 TRUE
"Arabidopsis thaliana" "Chromosome 2" "CZSOD2" 11893235 56.94 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP135" 12111529 54.76 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi54" 12537925 56.98 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ve014" 12600232 58 TRUE
"Arabidopsis thaliana" "Chromosome 2" "m283" 12915533 61.06 TRUE
"Arabidopsis thaliana" "Chromosome 2" "c4h" 12947301 61.05 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ASP1" 13127554 62.78 TRUE
"Arabidopsis thaliana" "Chromosome 2" "nga361" 13171154 63.02 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP210" 13493587 63.18 TRUE
"Arabidopsis thaliana" "Chromosome 2" "SGCSNP26" 13592073 63.27 TRUE
"Arabidopsis thaliana" "Chromosome 2" "COP1" 13928210 63.34 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ve015" 14062922 63.93 TRUE
"Arabidopsis thaliana" "Chromosome 2" "spl3" 14254140 66.84 TRUE
"Arabidopsis thaliana" "Chromosome 2" "mi277" 14369591 67.39 TRUE
"Arabidopsis thaliana" "Chromosome 2" "ve016" 14559748 67.66 TRUE
