"set" "map" "mkr" "phys" "gen" "vld"
"Homo sapiens (female)" "Chromosome 01" "D1S2217" 837022 0 TRUE
"Homo sapiens (female)" "Chromosome 01" "WIAF-768" 919830 0 TRUE
"Homo sapiens (female)" "Chromosome 01" "WIAF-3885" 989675 0 TRUE
"Homo sapiens (female)" "Chromosome 01" "WIAF-984" 2128800 3.75 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S243" 2171436 3.75 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S468" 3608114 8.59 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0140173" 3632202 8.59 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0903069" 3669448 8.59 TRUE
"Homo sapiens (female)" "Chromosome 01" "WIAF-3800" 3769273 8.59 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2845" 4368931 10.43 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0609187" 4406051 10.43 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0343078" 4451168 11.14 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2893" 4502024 11.14 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0228807" 4512461 11.14 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0278455" 4523792 11.14 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2660" 4715023 12.06 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S1608" 4914098 12.66 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2132" 5046353 12.66 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S3405" 5414487 12.69 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2795" 5510834 12.74 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2145" 5690193 12.74 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S47" 5996052 13.87 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2633" 6011645 13.87 TRUE
"Homo sapiens (female)" "Chromosome 01" "TSC0201877" 6212680 14.86 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2870" 6224030 15.38 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S253" 6293893 15.61 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2731" 6635605 16.28 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2642" 6784663 16.28 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S214" 6896284 16.28 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S1646" 7076712 16.28 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2663" 7191860 17.08 TRUE
"Homo sapiens (female)" "Chromosome 01" "D1S2694" 7276031 17.44 TRUE
